DATAFLOW,LAST UPDATE,freq,unit,tra_meas,rep_airp,schedule,tra_cov,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,KLAGENFURT airport,Total,Total transport,2024-01,5151,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,KLAGENFURT airport,Total,Total transport,2024-02,6359,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,KLAGENFURT airport,Total,Total transport,2024-03,5965,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,KLAGENFURT airport,Total,Total transport,2024-04,13884,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,KLAGENFURT airport,Total,Total transport,2024-05,15081,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,KLAGENFURT airport,Total,Total transport,2024-06,15514,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,KLAGENFURT airport,Total,Total transport,2024-07,15342,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,KLAGENFURT airport,Total,Total transport,2024-08,16114,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2023-01,4396,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2023-02,6146,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2023-03,8813,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2023-04,14509,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2023-05,23309,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2023-06,29135,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2023-07,32728,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2023-08,36637,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2023-09,35586,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2023-10,16299,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2023-11,14749,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2023-12,10090,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2024-01,5786,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2024-02,6159,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2024-03,8369,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2024-04,6122,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2024-05,18100,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2024-06,23902,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2024-07,26350,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,International transport,2024-08,29157,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2023-01,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2023-02,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2023-03,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2023-04,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2023-05,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2023-06,183,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2023-07,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2023-08,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2023-09,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2023-10,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2023-11,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2023-12,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2024-01,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2024-02,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2024-03,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2024-04,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2024-05,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2024-06,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2024-07,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,National transport,2024-08,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2023-01,4396,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2023-02,6146,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2023-03,8813,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2023-04,14509,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2023-05,23309,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2023-06,29318,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2023-07,32728,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2023-08,36637,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2023-09,35586,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2023-10,16299,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2023-11,14749,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2023-12,10090,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2024-01,5786,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2024-02,6159,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2024-03,8369,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2024-04,6122,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2024-05,18100,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2024-06,23902,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2024-07,26350,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LINZ airport,Total,Total transport,2024-08,29157,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2023-01,189842,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2023-02,208277,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2023-03,195897,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2023-04,98291,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2023-05,97883,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2023-06,114525,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2023-07,132292,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2023-08,138421,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2023-09,124099,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2023-10,102639,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2023-11,76047,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2023-12,148689,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2024-01,193101,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2024-02,210731,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2024-03,213415,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2024-04,102357,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2024-05,123035,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2024-06,135668,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2024-07,148688,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,International transport,2024-08,165107,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2023-01,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2023-02,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2023-03,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2023-04,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2023-05,113,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2023-06,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2023-07,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2023-08,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2023-09,92,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2023-10,178,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2023-11,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2023-12,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2024-01,120,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2024-02,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2024-03,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2024-04,63,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2024-05,108,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2024-06,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2024-07,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,National transport,2024-08,0,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2023-01,189842,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2023-02,208277,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2023-03,195897,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2023-04,98291,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2023-05,97996,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2023-06,114525,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2023-07,132292,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2023-08,138421,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2023-09,124191,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2023-10,102817,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2023-11,76047,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2023-12,148689,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2024-01,193221,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2024-02,210731,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2024-03,213415,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2024-04,102420,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2024-05,123143,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2024-06,135668,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2024-07,148688,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SALZBURG airport,Total,Total transport,2024-08,165107,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2023-01,1659127,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2023-02,1592688,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2023-03,2035538,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2023-04,2457394,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2023-05,2689720,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2023-06,2827471,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2023-07,3141229,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2023-08,3103169,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2023-09,2909290,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2023-10,2722026,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2023-11,2090304,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2023-12,2173099,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2024-01,1812879,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2024-02,1859576,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2024-03,2193584,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2024-04,2595369,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2024-05,2824281,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2024-06,2997691,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2024-07,3301588,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,International transport,2024-08,3311343,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2023-01,16395,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2023-02,15897,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2023-03,20014,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2023-04,18730,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2023-05,24113,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2023-06,24413,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2023-07,19120,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2023-08,18133,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2023-09,26315,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2023-10,25890,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2023-11,22608,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2023-12,22675,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2024-01,20061,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2024-02,19997,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,WIEN-SCHWECHAT airport,Total,National transport,2024-03,19695,
